tag,filename,full,chunk,full_length,chunk_length,chunk_count,file_type,sha256,shannon_entropy
"20240709","./ene-ub6250/ms_rdwr.bin","None","8051","2048","512","2","data","dc50d071a0b5d93ffb73565b67d670c64d05b0bda53820215c8b85207c67960e","6.494069"
"20240709","./ene-ub6250/sd_init1.bin","None","8051","2048","192","3","data","164c123e68ca03bfba01907c0a01d0c4c253ec8e0bbe05a9d8070567feef83c7","4.604527"
"20240709","./rt2661.bin","8051","8051","8192","6144","18","data","b01b17c7ec9832567a4a23abe750e66b339636a5eccf1e596ee780e479aa3b7f","6.339887"
"20240709","./ene-ub6250/sd_rdwr.bin","None","None","2048","0","0","data","8bd609efbd2182d7ffe211fdfb1c0435d53e69ee2895238789efa09730994f92","4.202234"
"20240709","./ene-ub6250/sd_init2.bin","None","None","2048","0","0","data","285e2698e0478ff0861c5a0e20ab631debdba9c1571bcebd2f1356684b6573d3","5.052905"
"20240709","./ene-ub6250/msp_rdwr.bin","None","None","2048","0","0","data","33ca58808925d6b6325c928a6147d43bea07852aa3ac1e7bec99d69a38b6e41f","2.838737"
"20240709","./ene-ub6250/ms_init.bin","None","None","2048","0","0","data","01ddf4cb2fcd7386d801e90731b3fc20e708f9860aed9378edbe0171371f3d50","4.657104"
"20240709","./iwlwifi-Qu-c0-hr-b0-73.ucode","None","ARcompact","1369856","149504","115","data","f6ae55ab9876fafa80d3086992c209f08ab77d336104f1721e3bb1abe960b249","5.159823"
"20240709","./qed/qed_init_values_zipped-8.20.0.0.bin","None","MIPSeb","794456","512","2","data","401039b7195a247a97b46405862a6325a452ee4c3697e23daabdaaa640a73530","7.572756"
"20240709","./qed/qed_init_values_zipped-8.37.7.0.bin","None","MIPSeb","872296","768","3","data","ed5cb5c635550e045d2c5e8e1c1faebc62c1b88adbf46e1e7cb656210b20c206","7.588766"
"20240709","./qed/qed_init_values-8.40.33.0.bin","None","MIPSeb","1595600","512","2","data","191725869745eef8e78dd21571786cb52a6bfe37cbf1802951cd5c927d994e22","5.474076"
"20240709","./qed/qed_init_values-8.14.6.0.bin","None","MIPSeb","1459040","4096","2","data","ad8dd6043d4de164f9bef2b3586e9d3bc015c3f6b41d4403fafe17abce740b96","5.436646"
"20240709","./iwlwifi-ty-a0-gf-a0-73.ucode","None","i860","1502900","64","1","data","48258caf6befdca40a9136d8dbbe1a4325cbbdd0c36724f735d9c5c0b9596229","5.181759"
"20240709","./qed/qed_init_values_zipped-8.7.3.0.bin","None","MIPSeb","473792","512","2","GLS_BINARY_LSB_FIRST","259c7b3db38f99c1dc33bed5da9d3337ec8fa24c564f67408529e49210f7971d","7.844162"
"20240709","./qed/qed_init_values_zipped-8.10.5.0.bin","None","MIPSeb","767532","6144","3","data","4ca744a3b2d3512d6a0fc96836cec74bdd57c4efe8961d283bc7cac8c73e14d0","7.619344"
"20240709","./qed/qed_init_values_zipped-8.4.2.0.bin","None","MIPSeb","416930","192","3","GLS_BINARY_LSB_FIRST","2441609c479e557ce32f94236c6d1b4ef93ba53b08a479332e6b51bc36fdd89d","7.856616"
"20240709","./qed/qed_init_values_zipped-8.59.1.0.bin","None","MIPSeb","943352","4096","2","data","3186782fffb6f300170d74af1d986a99a7f86f7841503baf44e7726a4eb7e8fd","7.524061"
"20240709","./qed/qed_init_values_zipped-8.37.2.0.bin","None","MIPSeb","867472","1536","3","data","5359cd06bb89c3362a57df3915f525e530d0e11e10ebf411fe70f14f10614db2","7.584232"
"20240709","./qed/qed_init_values_zipped-8.33.1.0.bin","None","MIPSeb","838612","1024","2","data","c5be80e9dc4f96688bd4e38f8be1f8e61b3a79a49e3570834da9fe861783524c","7.561525"
"20240709","./qed/qed_init_values-8.33.12.0.bin","None","MIPSeb","1562920","512","2","data","6006f5fe1b74fcaaf65645d56f64be40380a0c72303744aeb09b0a095c310280","5.523917"
"20240709","./qed/qed_init_values_zipped-8.33.11.0.bin","None","MIPSeb","852456","1024","2","data","0c8124e9d891f1df671a82fad1b2491d80216e6dd5cd35754718b1a2389e804f","7.574010"
"20240709","./qed/qed_init_values-8.10.9.0.bin","None","MIPSeb","1434652","2048","2","data","b4d4f9148bd36eef3e1f7ba4bcfa5e3dd72aa823bce81344246a79146d08950f","5.439258"
